"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q2","P","H","surprise","likely_1","recommend_1","comfort_1","Q106","likely2_1","recommend2_1","comf2_1","easy_1","confident_1","PROLIFIC_PID","Q_URL","condition2","condition","scenarios_DO"
"4/14/23 12:47","4/14/23 13:12","0","Anonymized","100","1470","1","4/14/23 13:12","R_1LIqJW6Ob8VvZwz","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","10","8","10","","","","","9","8","5e38e79295ff561112eae457","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5e38e79295ff561112eae457&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=64399ef7a43cd593c595583f","person","person","H"
"4/14/23 13:11","4/14/23 13:12","0","Anonymized","100","36","1","4/14/23 13:12","R_428UDwUDrW3Ejdv","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","5","5","3","","","","","10","10","63bc0a007b1c348dff56b59d","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63bc0a007b1c348dff56b59d&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a452c59216eb70533b0b","person","person","H"
"4/14/23 13:10","4/14/23 13:12","0","Anonymized","100","104","1","4/14/23 13:12","R_ehTgwQGAgEWVstP","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","5","2","5","","","","","7","9","62926b2bba027005e0a84475","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=62926b2bba027005e0a84475&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4f56c535ca0c265d54e","person","person","H"
"4/14/23 13:10","4/14/23 13:12","0","Anonymized","100","77","1","4/14/23 13:12","R_1BRiIsYHbYjaSEw","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","10","10","9","","","","","10","10","5f636ecb4ea0bf03d640028f","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5f636ecb4ea0bf03d640028f&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a52d0ef24eb78b2abe99","robot","robot","P"
"4/14/23 13:09","4/14/23 13:12","0","Anonymized","100","137","1","4/14/23 13:12","R_eh5MD87W6jZ0Hkd","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","5","5","5","","","","","5","5","639f64e943f91a180d9caef0","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=639f64e943f91a180d9caef0&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4f5abaaf044862abf5b","person","person","H"
"4/14/23 13:10","4/14/23 13:12","0","Anonymized","100","87","1","4/14/23 13:12","R_2trRXFwW2NySrsH","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","7","6","7","","","","","8","6","5c5c5313a3e64300012b5042","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5c5c5313a3e64300012b5042&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a5304a53eaf73a70c7ee","robot","robot","P"
"4/14/23 13:10","4/14/23 13:12","0","Anonymized","100","114","1","4/14/23 13:12","R_31mB9MbJJUr50Dq","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","2","0","8","","","","","8","6","60f6132952a37df66a042ef4","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=60f6132952a37df66a042ef4&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a51e34d5a58173aa4eb7","person","person","H"
"4/14/23 13:07","4/14/23 13:12","0","Anonymized","100","316","1","4/14/23 13:12","R_1Ne7TRpEtLCDEku","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","8","8","7","","","","","8","6","586372cae16d530001b345b8","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=586372cae16d530001b345b8&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a3e91c6fe4baa1806351","robot","robot","P"
"4/14/23 13:11","4/14/23 13:12","0","Anonymized","100","68","1","4/14/23 13:12","R_2pLdNBn6qQwF69g","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","8","5","10","","","","","10","8","5d215a1bbf7f840019701939","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5d215a1bbf7f840019701939&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a54a3cf8c6eacecd6267","person","person","H"
"4/14/23 13:11","4/14/23 13:12","0","Anonymized","100","44","1","4/14/23 13:12","R_sNXqWnphvfef5aV","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","3","2","2","","","","","4","8","558955ebfdf99b6bd06016c9","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=558955ebfdf99b6bd06016c9&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a5656d4cf506421d55d0","robot","robot","P"
"4/14/23 13:11","4/14/23 13:12","0","Anonymized","100","47","1","4/14/23 13:12","R_31pJDwzg9nsxwIF","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","7","5","6","","","","","9","8","628249f0c32418e0ba1572fe","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=628249f0c32418e0ba1572fe&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a5569af38072f0197526","robot","robot","P"
"4/14/23 13:11","4/14/23 13:12","0","Anonymized","100","72","1","4/14/23 13:12","R_2e5c4WIGGvYcW9W","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","9","9","9","","9","9","9","10","10","63d3fa0d6c990bc96e11becf","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63d3fa0d6c990bc96e11becf&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a55351e6a5f46d316c22","robot","person","surprise"
"4/14/23 13:11","4/14/23 13:12","0","Anonymized","100","52","1","4/14/23 13:12","R_XAI69rgSzJf2k93","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","8","7","8","","","","","9","8","5485df6efdf99b416d19fe90","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5485df6efdf99b416d19fe90&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a567dce00fa498d4a93e","person","person","H"
"4/14/23 13:10","4/14/23 13:12","0","Anonymized","100","109","1","4/14/23 13:12","R_233wbIFDqcRreOl","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","6","7","9","","","","","8","9","64139f74c36da8c35b846024","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=64139f74c36da8c35b846024&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a52e406564b54295ca10","person","person","H"
"4/14/23 13:10","4/14/23 13:12","0","Anonymized","100","151","1","4/14/23 13:12","R_1Zf1o7wEm7hYdah","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","7","5","7","","","","","10","8","6404f184dffe93798dca0f5f","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6404f184dffe93798dca0f5f&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a5065c5cbff6c9dc45f1","robot","robot","P"
"4/14/23 13:11","4/14/23 13:12","0","Anonymized","100","88","1","4/14/23 13:12","R_1pY9ukHV4uBsArU","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","6","6","5","","","","","4","10","63f7eb4fd0c75f760998818c","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63f7eb4fd0c75f760998818c&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a547ed0af4366e95c9a7","robot","robot","P"
"4/14/23 13:12","4/14/23 13:12","0","Anonymized","100","43","1","4/14/23 13:12","R_1daD7wV6rGgMdY8","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","9","10","10","1","3","2","3","8","8","61035836646fb6ee2152f950","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=61035836646fb6ee2152f950&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4d9e4335590cc3bc61f","robot","person","surprise"
"4/14/23 13:12","4/14/23 13:12","0","Anonymized","100","20","1","4/14/23 13:12","R_oY5eJdoJRIsbg6B","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","7","8","8","","","","","7","7","63d13e9a41e1c279a151bd4b","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63d13e9a41e1c279a151bd4b&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a5973c8fd5ae2beb6714","robot","robot","P"
"4/14/23 13:12","4/14/23 13:12","0","Anonymized","100","36","1","4/14/23 13:12","R_43jlH2KUKKtgeOt","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","6","5","8","","","","","8","8","6400db504f6a02fa1df7c5d5","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6400db504f6a02fa1df7c5d5&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a5881d6880fee9e0faef","person","person","H"
"4/14/23 13:11","4/14/23 13:12","0","Anonymized","100","64","1","4/14/23 13:12","R_2YJ9HjLRwhkfi41","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","6","6","8","1","2","1","0","8","9","63ea451d26e9af5be0b01d50","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63ea451d26e9af5be0b01d50&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a56f3a7338142b33993c","robot","person","surprise"
"4/14/23 13:11","4/14/23 13:12","0","Anonymized","100","60","1","4/14/23 13:12","R_8eLOKFSMs1gILdv","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","10","5","10","","5","4","5","10","10","5608a73fd7def20012b7389d","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5608a73fd7def20012b7389d&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a49306629f8f7051c500","robot","person","surprise"
"4/14/23 13:11","4/14/23 13:13","0","Anonymized","100","66","1","4/14/23 13:13","R_utbj69jSMBLtCHn","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","0","0","0","","","","","9","10","568c67547374ad000cc7448c","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=568c67547374ad000cc7448c&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a574806e58aa6470c761","robot","robot","P"
"4/14/23 13:08","4/14/23 13:13","0","Anonymized","100","259","1","4/14/23 13:13","R_3JLrGhhaO1hbJRy","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","10","10","10","1","10","10","10","8","10","606604f1ca47696cf97529c0","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=606604f1ca47696cf97529c0&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4b3c079a570c17973ad","robot","person","surprise"
"4/14/23 13:11","4/14/23 13:13","0","Anonymized","100","115","1","4/14/23 13:13","R_ZxA24LHBTL5vypP","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","8","8","10","1","10","10","10","10","10","55a7f195fdf99b7508d7d886","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=55a7f195fdf99b7508d7d886&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a54569fadf0d5ae81887","robot","person","surprise"
"4/14/23 13:10","4/14/23 13:13","0","Anonymized","100","138","1","4/14/23 13:13","R_30oAsU8pFcWJhJW","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","9","7","9","","","","","7","10","64135e3d9cd5e3f16290d29c","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=64135e3d9cd5e3f16290d29c&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a53a2b9bdab0943adee9","person","person","H"
"4/14/23 13:11","4/14/23 13:13","0","Anonymized","100","140","1","4/14/23 13:13","R_1dnOVAcd2hkoHfu","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","5","5","5","","","","","5","5","5ee2e7bf21501a83d55642cd","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5ee2e7bf21501a83d55642cd&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a534c9e4e72eb6a1c9ee","person","person","H"
"4/14/23 13:12","4/14/23 13:13","0","Anonymized","100","59","1","4/14/23 13:13","R_2TRyydcc70bx2Ye","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","5","5","10","","","","","10","10","5e84bd7c34d5d9072128fac1","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5e84bd7c34d5d9072128fac1&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a5982dc79a427d711af6","person","person","H"
"4/14/23 12:50","4/14/23 13:13","0","Anonymized","100","1393","1","4/14/23 13:13","R_2VOo2m81yyH4rfY","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","6","6","5","","3","3","2","8","4","628f9cfbee6de7cc7322fecf","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=628f9cfbee6de7cc7322fecf&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a061ee5e57e2363bc633","robot","person","surprise"
"4/14/23 13:11","4/14/23 13:13","0","Anonymized","100","136","1","4/14/23 13:13","R_2f9wuUx1MCnHOVs","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","8","8","8","1","8","8","8","2","8","60be1e056f39c387c4f02308","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=60be1e056f39c387c4f02308&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a545e2a6c2b9a185327e","robot","person","surprise"
"4/14/23 13:12","4/14/23 13:13","0","Anonymized","100","58","1","4/14/23 13:13","R_9FeK7lGuppV6Kdz","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","7","7","7","1","6","6","6","8","4","63d40052d6042c20ba2ce649","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63d40052d6042c20ba2ce649&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a59acc7af5021319755f","robot","person","surprise"
"4/14/23 13:12","4/14/23 13:13","0","Anonymized","100","67","1","4/14/23 13:13","R_3n6HN0AbQA73nI5","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","7","7","7","","","","","8","9","63b7231214a665c3e234df23","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63b7231214a665c3e234df23&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a58f29838530019cfbfc","person","person","H"
"4/14/23 13:12","4/14/23 13:13","0","Anonymized","100","70","1","4/14/23 13:13","R_2dpg87BliYad7H2","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","10","9","10","","","","","9","7","587674406e2f8d00015c6148","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=587674406e2f8d00015c6148&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a5978c363d68f08b0b26","person","person","H"
"4/14/23 13:11","4/14/23 13:13","0","Anonymized","100","108","1","4/14/23 13:13","R_3ni8zQ8tw3MlKhr","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","2","1","1","","","","","8","10","6342e1dec81e1cd2dbf925c7","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6342e1dec81e1cd2dbf925c7&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a575815155b7918b6faa","robot","robot","P"
"4/14/23 13:12","4/14/23 13:13","0","Anonymized","100","89","1","4/14/23 13:13","R_1FenBxiTWwN1j8t","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","0","0","5","1","0","0","0","10","10","62fc68b4f44b013950b67b11","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=62fc68b4f44b013950b67b11&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a597b59e5e5a7d96d56a","robot","person","surprise"
"4/14/23 13:13","4/14/23 13:14","0","Anonymized","100","40","1","4/14/23 13:14","R_dbTE4E25A8mZp8R","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","7","7","6","","","","","8","6","5b9bca2b948c2c0001fb01e0","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5b9bca2b948c2c0001fb01e0&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a5d202a2a729b52bf532","person","person","H"
"4/14/23 13:12","4/14/23 13:14","0","Anonymized","100","86","1","4/14/23 13:14","R_1odsHcglbGrD5qS","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","1","0","0","1","10","8","10","10","10","6400df45e639d203b8518cad","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6400df45e639d203b8518cad&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a5a4c9d0dd5cda93d8b8","robot","person","surprise"
"4/14/23 13:13","4/14/23 13:14","0","Anonymized","100","64","1","4/14/23 13:14","R_28LC2yhRUMSIn5B","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","6","6","8","1","6","6","4","2","7","582627e157062600014023a1","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=582627e157062600014023a1&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a5bb9383c71a51d4a978","robot","person","surprise"
"4/14/23 13:13","4/14/23 13:14","0","Anonymized","100","59","1","4/14/23 13:14","R_2ZCWoeKNBkxJ405","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","5","5","5","","","","","8","9","63d85999228b7d6b636dd96c","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63d85999228b7d6b636dd96c&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a5c4aa3550261170c7e0","person","person","H"
"4/14/23 13:13","4/14/23 13:14","0","Anonymized","100","63","1","4/14/23 13:14","R_3nHKCTQChqGwsth","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","10","10","10","","","","","10","7","63bc7526906c76e02ad4e37d","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63bc7526906c76e02ad4e37d&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a5c015e1cd1008e21e86","robot","robot","P"
"4/14/23 13:04","4/14/23 13:14","0","Anonymized","100","601","1","4/14/23 13:14","R_1EgrbbOCbl1YEsZ","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","10","5","10","","","","","8","10","62df08eda6b90956f6c9a399","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=62df08eda6b90956f6c9a399&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a3afbdaa57e8ea0a2fc7","robot","robot","P"
"4/14/23 13:13","4/14/23 13:14","0","Anonymized","100","52","1","4/14/23 13:14","R_1CJCHUm9td85NpU","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","8","9","9","","","","","7","10","628f0d7e3055b5d1887916c5","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=628f0d7e3055b5d1887916c5&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a5d4c9e4e72eb6a1c9ff","person","person","H"
"4/14/23 13:12","4/14/23 13:14","0","Anonymized","100","150","1","4/14/23 13:14","R_UarvMPCbLgwdTAl","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","6","5","6","","","","","8","8","63d7ab31b392696900786d31","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63d7ab31b392696900786d31&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a578230201859f511701","robot","robot","P"
"4/14/23 13:14","4/14/23 13:14","0","Anonymized","100","47","1","4/14/23 13:14","R_3kmMKhD4EqbLLzP","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","10","9","9","","","","","10","10","63f477547d2302b4346299f4","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63f477547d2302b4346299f4&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a5f177f00ddaeac702d3","person","person","H"
"4/14/23 13:07","4/14/23 13:14","0","Anonymized","100","449","1","4/14/23 13:14","R_WAnC44Xn9WfhUA1","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","6","6","9","1","7","8","4","7","8","633dbba020f607c3522b86ed","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=633dbba020f607c3522b86ed&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a463c9f390f53a95ca21","robot","person","surprise"
"4/14/23 13:11","4/14/23 13:14","0","Anonymized","100","205","1","4/14/23 13:14","R_1QDtj5wdROFf3fH","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","6","6","6","","","","","10","10","59715b4b50e2f000016fe00e","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=59715b4b50e2f000016fe00e&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a556475a0c51ea96d560","robot","robot","P"
"4/14/23 13:12","4/14/23 13:14","0","Anonymized","100","138","1","4/14/23 13:14","R_1jUrN7iyfy0JmST","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","8","5","10","","","","","10","10","5af514d386fd9c0001664c92","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5af514d386fd9c0001664c92&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a59e3a7338142b339941","robot","robot","P"
"4/14/23 13:14","4/14/23 13:15","0","Anonymized","100","52","1","4/14/23 13:15","R_31KTbzWQxO7cJdb","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","5","5","6","1","0","2","0","0","10","6126ecc3ebef11936ed8bfcb","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6126ecc3ebef11936ed8bfcb&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a5fd7dbb1e7194aa4e5a","robot","person","surprise"
"4/14/23 13:14","4/14/23 13:15","0","Anonymized","100","51","1","4/14/23 13:15","R_2wTALJonCTwOmus","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","7","7","7","","","","","9","3","5c1827dbebe9950001752e40","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5c1827dbebe9950001752e40&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a5ff2352d1528fa4565b","robot","robot","P"
"4/14/23 13:09","4/14/23 13:15","0","Anonymized","100","365","1","4/14/23 13:15","R_2WHKdn35pSv0ngs","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","10","10","10","1","10","10","10","10","10","566c9284d408ea000519c6d7","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=566c9284d408ea000519c6d7&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a47395741f96231419e8","robot","person","surprise"
"4/14/23 13:06","4/14/23 13:15","0","Anonymized","100","512","1","4/14/23 13:15","R_31hJJvfYzHqcQ2X","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","5","3","7","","","","","8","10","5cc5e72ce3c44e0015fdf990","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5cc5e72ce3c44e0015fdf990&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a3641c518cc2509a06b9","person","person","H"
"4/14/23 13:12","4/14/23 13:15","0","Anonymized","100","173","1","4/14/23 13:15","R_2f9v3Vt8Jbjngj5","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","5","6","2","","","","","7","10","5c0d7f78594d920001680447","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5c0d7f78594d920001680447&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a5223cf8c6eacecd625f","robot","robot","P"
"4/14/23 13:14","4/14/23 13:15","0","Anonymized","100","49","1","4/14/23 13:15","R_3ktFoicdXWKeUO5","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","5","5","5","","","","","6","6","631d1e66900f4855704e8c6e","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=631d1e66900f4855704e8c6e&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a6190e54fcfb68e21ea3","person","person","H"
